,index,Date.time,Power.me,Mean,Upper,Lower,Squared Error,Absolute Error,Turbine
443,367317,2021-02-05 00:40:00,218.64904670715327,184.65163408741645,292.8093440242024,73.91786154260697,1155.8240648366404,33.99741261973682,2
444,367336,2021-02-05 03:50:00,126.99063034057616,125.5040516394491,250.89508505771323,7.840199080584774,2.209916234644612,1.4865787011270584,2
445,367354,2021-02-05 06:50:00,245.094679260254,234.46714656899553,362.4335147425806,132.16153851337617,112.9444511037674,10.627532691258466,2
446,371463,2021-03-05 19:40:00,81.53831214904787,50.96691034574762,184.96289811622992,-85.34926730447503,934.6106082188296,30.571401803300247,2
447,371474,2021-03-05 21:30:00,242.5972564697266,254.19316341217473,359.4625028884788,129.7765196700264,134.4650578179166,11.595906942448124,2
448,371479,2021-03-05 22:20:00,49.59325470924375,30.87713996172987,143.39446956139017,-78.93862031902607,350.2929512421066,18.71611474751388,2
449,371488,2021-03-05 23:50:00,51.24855899810791,39.11036231419525,180.47182228487165,-122.1341783669744,147.33581873734832,12.13819668391266,2
450,371660,2021-03-07 04:30:00,-1.5060705363750444,-2.9852409521166994,135.11780866238112,-106.9246159993458,2.1879451188053403,1.479170415741655,2
451,371737,2021-03-07 18:40:00,199.56185302734372,164.29877533294896,287.3877899983338,37.217789653691845,1243.484648480921,35.26307769439475,2
452,371741,2021-03-07 19:20:00,347.6728576660156,335.1466049753956,445.66104430149846,217.8702038480036,156.90700646926544,12.526252690620026,2
453,371756,2021-03-07 21:50:00,548.6954833984375,564.186594900852,697.4659035276925,443.9517959058607,239.97453558023787,15.49111150241447,2
454,371762,2021-03-07 22:50:00,298.53755950927746,311.87284908755976,425.4702226505688,199.46968753364297,177.8299481366445,13.3352895782823,2
455,371893,2021-03-08 20:40:00,1157.8724060058605,1131.804608322145,1246.3748770488248,996.5520785425282,679.5300760791246,26.06779768371553,2
456,371934,2021-03-09 03:30:00,841.3098541259766,848.799913214904,971.4950814626028,740.7625079853933,56.1009851556241,7.49005908892741,2
457,371950,2021-03-09 06:10:00,1219.717999267579,1263.2802844085918,1406.4384906183263,1140.174899794165,1897.672686706905,43.56228514101281,2
458,371997,2021-03-09 14:00:00,284.0223701477052,268.9119828610558,385.47593492851456,137.90864966351168,228.32380395253665,15.110387286649429,2
459,372073,2021-03-10 02:40:00,1974.4721252441425,2053.449894535661,2165.409498176396,1923.8918087828888,6237.488042264302,78.97776929151837,2
460,372098,2021-03-10 06:50:00,1981.3008178710952,1965.8232693450375,2102.2392214633687,1842.5525385953715,239.5545083764644,15.47754852605749,2
461,372121,2021-03-10 10:40:00,2057.1458068847683,2060.249767091944,2187.2898787909926,1922.3327701784776,9.634568967731996,3.1039602071759873,2
462,372138,2021-03-10 13:30:00,2051.368157958987,2028.700438907288,2167.448936285455,1894.3443030753767,513.8254870067531,22.667719051698896,2
